ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",SYR,"Syracuse, NY"
JAX,"Jacksonville, FL",CLT,"Charlotte, NC"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",LGA,"New York, NY"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",JFK,"New York, NY"
JAX,"Jacksonville, FL",ORD,"Chicago, IL"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",GSP,"Greer, SC"
JAX,"Jacksonville, FL",SDF,"Louisville, KY"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",RSW,"Fort Myers, FL"
JAX,"Jacksonville, FL",SDF,"Louisville, KY"
JAX,"Jacksonville, FL",MIA,"Miami, FL"
JAX,"Jacksonville, FL",SJU,"San Juan, PR"
JAX,"Jacksonville, FL",SDF,"Louisville, KY"
JAX,"Jacksonville, FL",STL,"St. Louis, MO"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",BWI,"Baltimore, MD"
JAX,"Jacksonville, FL",HOU,"Houston, TX"
JAX,"Jacksonville, FL",BNA,"Nashville, TN"
JAX,"Jacksonville, FL",ATL,"Atlanta, GA"
JAX,"Jacksonville, FL",MDW,"Chicago, IL"
JAX,"Jacksonville, FL",STL,"St. Louis, MO"
JAX,"Jacksonville, FL",TPA,"Tampa, FL"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",BWI,"Baltimore, MD"
JAX,"Jacksonville, FL",DAL,"Dallas, TX"
JAX,"Jacksonville, FL",HOU,"Houston, TX"
JAX,"Jacksonville, FL",BNA,"Nashville, TN"
JAX,"Jacksonville, FL",ATL,"Atlanta, GA"
JAX,"Jacksonville, FL",MDW,"Chicago, IL"
JAX,"Jacksonville, FL",DCA,"Washington, DC"
JAX,"Jacksonville, FL",MCO,"Orlando, FL"
JAX,"Jacksonville, FL",DEN,"Denver, CO"
JAX,"Jacksonville, FL",BWI,"Baltimore, MD"
JAX,"Jacksonville, FL",DAL,"Dallas, TX"
JAX,"Jacksonville, FL",HOU,"Houston, TX"
JAX,"Jacksonville, FL",ATL,"Atlanta, GA"
JAX,"Jacksonville, FL",MDW,"Chicago, IL"
JAX,"Jacksonville, FL",STL,"St. Louis, MO"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",IAD,"Washington, DC"
JAX,"Jacksonville, FL",SAT,"San Antonio, TX"
JAX,"Jacksonville, FL",AEX,"Alexandria, LA"
JAX,"Jacksonville, FL",AZA,"Phoenix, AZ"
JAX,"Jacksonville, FL",SAT,"San Antonio, TX"
JAX,"Jacksonville, FL",AEX,"Alexandria, LA"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",GSP,"Greer, SC"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",MSY,"New Orleans, LA"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",TPA,"Tampa, FL"
JAX,"Jacksonville, FL",MEM,"Memphis, TN"
JAX,"Jacksonville, FL",ATL,"Atlanta, GA"
JAX,"Jacksonville, FL",CVG,"Cincinnati, OH"
JAX,"Jacksonville, FL",PIT,"Pittsburgh, PA"
JAX,"Jacksonville, FL",ATW,"Appleton, WI"
JAX,"Jacksonville, FL",LCK,"Columbus, OH"
JAX,"Jacksonville, FL",ACY,"Atlantic City, NJ"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",PNS,"Pensacola, FL"
JAX,"Jacksonville, FL",GPT,"Gulfport/Biloxi, MS"
JAX,"Jacksonville, FL",BUF,"Buffalo, NY"
JAX,"Jacksonville, FL",LAX,"Los Angeles, CA"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",JFK,"New York, NY"
JAX,"Jacksonville, FL",ROC,"Rochester, NY"
JAX,"Jacksonville, FL",EWR,"Newark, NJ"
JAX,"Jacksonville, FL",PHL,"Philadelphia, PA"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",BOS,"Boston, MA"
JAX,"Jacksonville, FL",MCI,"Kansas City, MO"
JAX,"Jacksonville, FL",TPA,"Tampa, FL"
JAX,"Jacksonville, FL",FLL,"Fort Lauderdale, FL"
JAX,"Jacksonville, FL",DTW,"Detroit, MI"
JAX,"Jacksonville, FL",OPF,"Miami, FL"
JAX,"Jacksonville, FL",SOP,"Pinehurst/Southern Pines, NC"
JAX,"Jacksonville, FL",TPA,"Tampa, FL"
JAX,"Jacksonville, FL",BNA,"Nashville, TN"
JAX,"Jacksonville, FL",QMA,"Kennesaw, GA"
JAX,"Jacksonville, FL",VWW,"Deer Lodge, MT"
JAX,"Jacksonville, FL",DAL,"Dallas, TX"
JAX,"Jacksonville, FL",PIE,"St. Petersburg, FL"
JAX,"Jacksonville, FL",LIT,"Little Rock, AR"
JAX,"Jacksonville, FL",HSH,"Las Vegas, NV"
JAX,"Jacksonville, FL",IAH,"Houston, TX"
JAX,"Jacksonville, FL",HOU,"Houston, TX"
JAX,"Jacksonville, FL",MQY,"Smyrna, TN"
JAX,"Jacksonville, FL",CVG,"Cincinnati, OH"
JAX,"Jacksonville, FL",EFD,"Houston, TX"
JAX,"Jacksonville, FL",LAS,"Las Vegas, NV"
JAX,"Jacksonville, FL",PHX,"Phoenix, AZ"
JAX,"Jacksonville, FL",HPN,"White Plains, NY"
JAX,"Jacksonville, FL",BWI,"Baltimore, MD"
JAX,"Jacksonville, FL",HPN,"White Plains, NY"
JBR,"Jonesboro, AR",STL,"St. Louis, MO"
JFK,"New York, NY",CLE,"Cleveland, OH"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",ACK,"Nantucket, MA"
JFK,"New York, NY",JAX,"Jacksonville, FL"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",IAD,"Washington, DC"
JFK,"New York, NY",BNA,"Nashville, TN"
JFK,"New York, NY",BGR,"Bangor, ME"
JFK,"New York, NY",BTV,"Burlington, VT"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",RIC,"Richmond, VA"
JFK,"New York, NY",ROC,"Rochester, NY"
JFK,"New York, NY",PWM,"Portland, ME"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BZN,"Bozeman, MT"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",RSW,"Fort Myers, FL"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",IAH,"Houston, TX"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",GJT,"Grand Junction, CO"
JFK,"New York, NY",ABQ,"Albuquerque, NM"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",IAH,"Houston, TX"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",LGA,"New York, NY"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",BWI,"Baltimore, MD"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",IAD,"Washington, DC"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",CPS,"St. Louis, MO"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",IAD,"Washington, DC"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",GRB,"Green Bay, WI"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",LAL,"Lakeland, FL"
JFK,"New York, NY",RFD,"Rockford, IL"
JFK,"New York, NY",AFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",CMH,"Columbus, OH"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",DCA,"Washington, DC"
JFK,"New York, NY",SAT,"San Antonio, TX"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",JAC,"Jackson, WY"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",LGA,"New York, NY"
JFK,"New York, NY",DCA,"Washington, DC"
JFK,"New York, NY",SAT,"San Antonio, TX"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SNA,"Santa Ana, CA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",TEB,"Teterboro, NJ"
JFK,"New York, NY",CLE,"Cleveland, OH"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",MVY,"Martha's Vineyard, MA"
JFK,"New York, NY",JAX,"Jacksonville, FL"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",CLT,"Charlotte, NC"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",MSY,"New Orleans, LA"
JFK,"New York, NY",PIT,"Pittsburgh, PA"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",LGA,"New York, NY"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",DCA,"Washington, DC"
JFK,"New York, NY",BGR,"Bangor, ME"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",GRR,"Grand Rapids, MI"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",PHL,"Philadelphia, PA"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",RFD,"Rockford, IL"
JFK,"New York, NY",SDF,"Louisville, KY"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",HNL,"Honolulu, HI"
JFK,"New York, NY",MVY,"Martha's Vineyard, MA"
JFK,"New York, NY",ACK,"Nantucket, MA"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",STL,"St. Louis, MO"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",MEM,"Memphis, TN"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",IND,"Indianapolis, IN"
JFK,"New York, NY",LAL,"Lakeland, FL"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",BOI,"Boise, ID"
JFK,"New York, NY",SMF,"Sacramento, CA"
JFK,"New York, NY",IAH,"Houston, TX"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",FCA,"Kalispell, MT"
JFK,"New York, NY",JAX,"Jacksonville, FL"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",RNO,"Reno, NV"
JFK,"New York, NY",ABQ,"Albuquerque, NM"
JFK,"New York, NY",MSY,"New Orleans, LA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",HPN,"White Plains, NY"
JFK,"New York, NY",BZN,"Bozeman, MT"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",BUR,"Burbank, CA"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",SRQ,"Sarasota/Bradenton, FL"
JFK,"New York, NY",BQN,"Aguadilla, PR"
JFK,"New York, NY",RSW,"Fort Myers, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",PWM,"Portland, ME"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",COS,"Colorado Springs, CO"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ONT,"Ontario, CA"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",SLC,"Salt Lake City, UT"
JFK,"New York, NY",LAS,"Las Vegas, NV"
JFK,"New York, NY",FCA,"Kalispell, MT"
JFK,"New York, NY",SAN,"San Diego, CA"
JFK,"New York, NY",SEA,"Seattle, WA"
JFK,"New York, NY",PDX,"Portland, OR"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SJC,"San Jose, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",BUR,"Burbank, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",BQN,"Aguadilla, PR"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",DTW,"Detroit, MI"
JFK,"New York, NY",BUF,"Buffalo, NY"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",IAH,"Houston, TX"
JFK,"New York, NY",HYA,"Hyannis, MA"
JFK,"New York, NY",EWR,"Newark, NJ"
JFK,"New York, NY",MVY,"Martha's Vineyard, MA"
JFK,"New York, NY",ACK,"Nantucket, MA"
JFK,"New York, NY",TPA,"Tampa, FL"
JFK,"New York, NY",EYW,"Key West, FL"
JFK,"New York, NY",SYR,"Syracuse, NY"
JFK,"New York, NY",MSP,"Minneapolis, MN"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX"
JFK,"New York, NY",BNA,"Nashville, TN"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",BOS,"Boston, MA"
JFK,"New York, NY",AUS,"Austin, TX"
JFK,"New York, NY",SRQ,"Sarasota/Bradenton, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",BTV,"Burlington, VT"
JFK,"New York, NY",CHS,"Charleston, SC"
JFK,"New York, NY",ROC,"Rochester, NY"
JFK,"New York, NY",PWM,"Portland, ME"
JFK,"New York, NY",SAV,"Savannah, GA"
JFK,"New York, NY",ORH,"Worcester, MA"
JFK,"New York, NY",MIA,"Miami, FL"
JFK,"New York, NY",STT,"Charlotte Amalie, VI"
JFK,"New York, NY",DEN,"Denver, CO"
JFK,"New York, NY",RDU,"Raleigh/Durham, NC"
JFK,"New York, NY",LAX,"Los Angeles, CA"
JFK,"New York, NY",SJC,"San Jose, CA"
JFK,"New York, NY",FLL,"Fort Lauderdale, FL"
JFK,"New York, NY",PHX,"Phoenix, AZ"
JFK,"New York, NY",SJU,"San Juan, PR"
JFK,"New York, NY",BUR,"Burbank, CA"
JFK,"New York, NY",SFO,"San Francisco, CA"
JFK,"New York, NY",SRQ,"Sarasota/Bradenton, FL"
JFK,"New York, NY",BQN,"Aguadilla, PR"
JFK,"New York, NY",RSW,"Fort Myers, FL"
JFK,"New York, NY",MCO,"Orlando, FL"
JFK,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL"
JFK,"New York, NY",MTJ,"Montrose/Delta, CO"
JFK,"New York, NY",IAD,"Washington, DC"
JFK,"New York, NY",ALB,"Albany, NY"
JFK,"New York, NY",ANC,"Anchorage, AK"
JFK,"New York, NY",ORD,"Chicago, IL"
JFK,"New York, NY",HNL,"Honolulu, HI"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",CVG,"Cincinnati, OH"
JFK,"New York, NY",ATL,"Atlanta, GA"
JFK,"New York, NY",ANC,"Anchorage, AK"
JHM,"Kapalua, HI",HNL,"Honolulu, HI"
JHM,"Kapalua, HI",HNL,"Honolulu, HI"
JLA,"Cooper Lodge, AK",HOM,"Homer, AK"
JLN,"Joplin, MO",DEN,"Denver, CO"
JLN,"Joplin, MO",ORD,"Chicago, IL"
JLN,"Joplin, MO",IAH,"Houston, TX"
JMS,"Jamestown, ND",DEN,"Denver, CO"
JMS,"Jamestown, ND",DVL,"Devils Lake, ND"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
JNU,"Juneau, AK",KTN,"Ketchikan, AK"
JNU,"Juneau, AK",ANC,"Anchorage, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",ANC,"Anchorage, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
JNU,"Juneau, AK",KTN,"Ketchikan, AK"
JNU,"Juneau, AK",ANC,"Anchorage, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
JNU,"Juneau, AK",KTN,"Ketchikan, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",CDV,"Cordova, AK"
JNU,"Juneau, AK",YAK,"Yakutat, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",ANC,"Anchorage, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",ANC,"Anchorage, AK"
JNU,"Juneau, AK",SEA,"Seattle, WA"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",KAE,"Kake, AK"
JNU,"Juneau, AK",KLW,"Klawock, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",SGY,"Skagway, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",SIT,"Sitka, AK"
JNU,"Juneau, AK",KAE,"Kake, AK"
JNU,"Juneau, AK",KLW,"Klawock, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",SGY,"Skagway, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",GST,"Gustavus, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",SGY,"Skagway, AK"
JNU,"Juneau, AK",EXI,"Excursion Inlet, AK"
JNU,"Juneau, AK",HNS,"Haines, AK"
JNU,"Juneau, AK",JNU,"Juneau, AK"
JNU,"Juneau, AK",KAE,"Kake, AK"
JNU,"Juneau, AK",PEC,"Pelican, AK"
JNU,"Juneau, AK",TKE,"Tenakee, AK"
JNU,"Juneau, AK",HNH,"Hoonah, AK"
JNU,"Juneau, AK",AGN,"Angoon, AK"
JNU,"Juneau, AK",EXI,"Excursion Inlet, AK"
JNU,"Juneau, AK",PSG,"Petersburg, AK"
JNU,"Juneau, AK",HNS,"Haines, AK"
